date,aqi,pm2.5,pm10,co,no2,so2,o3,class
20150320,166,103,282,2.0,76,29,81,4
20150321,114,41,178,0.9,38,12,68,3
20150322,111,32,172,0.9,32,13,45,3
20150323,75,43,101,1.1,48,23,59,2
20150324,96,72,137,1.6,66,34,51,2
20150325,105,79,132,1.3,62,28,83,3
20150326,90,67,114,0.8,38,22,70,2
20150327,81,63,98,0.6,35,21,56,2
20150328,274,87,402,0.6,23,11,50,5
20150329,219,96,363,1.0,36,15,54,5
20150330,147,85,245,1.0,30,24,75,3
20150331,91,67,89,1.0,24,9,59,2
20150401,64,46,75,1.1,33,16,41,2
20150402,67,49,57,1.0,27,6,31,2
20150403,59,42,56,0.8,27,10,49,2
20150404,92,68,85,1.3,42,21,79,2
20150405,79,58,81,1.0,34,15,71,2
20150406,44,25,44,0.8,19,12,60,1
20150407,63,45,71,1.0,33,19,66,2
20150408,91,68,88,1.0,38,24,60,2
20150409,102,77,95,1.0,39,21,68,3
20150410,138,105,120,1.2,43,23,85,3
20150411,143,109,116,1.3,36,24,65,3
20150412,39,28,39,0.8,17,8,68,1
20150413,59,42,61,0.9,29,8,111,2
20150414,138,106,134,1.5,51,28,97,3
20150415,120,91,189,0.9,29,18,54,3
20150416,95,29,139,0.5,10,4,54,2
20150417,104,54,157,0.7,26,15,59,3
20150418,121,81,193,1.0,46,19,40,3
20150419,79,45,107,0.9,28,12,25,2
20150420,91,68,126,0.9,26,12,59,2
20150421,88,64,126,0.7,20,13,49,2
20150422,74,54,87,0.8,31,11,56,2
20150423,94,71,136,0.8,25,16,61,2
20150424,98,51,146,0.6,29,10,53,2
20150425,108,76,167,0.9,29,20,90,3
20150426,81,60,107,0.7,16,12,89,2
20150427,104,78,129,0.9,22,21,139,3
20150428,74,54,81,0.7,24,10,112,2
20150429,102,77,103,0.8,30,11,121,3
20150430,145,111,145,0.9,29,17,196,3
20150501,95,71,107,0.7,21,13,149,2
20150502,65,47,59,0.7,14,6,103,2
20150503,75,55,89,0.5,19,5,98,2
20150504,55,21,60,0.4,11,4,99,2
20150505,86,59,122,0.7,23,11,115,2
20150506,101,44,152,0.6,20,8,66,3
20150507,73,44,96,0.8,21,7,112,2
20150508,111,84,111,0.8,18,15,120,3
20150509,42,19,28,0.5,13,6,83,1
20150510,40,26,40,0.6,22,7,56,1
20150511,58,41,38,0.9,20,6,63,2
20150512,59,27,53,0.6,20,8,111,2
20150513,80,49,107,0.7,25,16,136,2
20150514,71,28,91,0.5,17,5,104,2
20150515,68,43,86,0.8,33,12,95,2
20150516,81,52,99,0.7,22,13,137,2
20150517,94,70,128,0.7,13,10,142,2
20150518,61,37,72,0.6,18,4,105,2
20150519,62,22,73,0.4,14,4,94,2
20150520,64,21,46,0.7,31,8,117,2
20150521,67,39,76,1.2,40,29,120,2
20150522,111,54,86,1.4,44,32,172,3
20150523,143,81,115,1.6,50,31,207,3
20150524,147,74,108,1.8,42,34,212,3
20150525,137,73,114,1.6,39,28,201,3
20150526,146,74,116,1.6,35,24,211,3
20150527,156,85,124,1.7,36,26,221,4
20150528,123,68,107,1.5,42,25,185,3
20150529,81,60,86,1.8,49,10,112,2
20150530,76,56,81,1.7,47,14,107,2
